Mean,Min,Max,Variance,Std Dev,Skewness,Kurtosis
0.0022518244134006405,-0.06976744186046513,0.06929133858267722,0.00046765956196521844,0.021625437844474234,0.5554021426780085,1.6111037901707181
0.0016153870632926257,-0.0483460559796437,0.0694087403598973,0.0003532762487580995,0.018795644409226823,0.12656490102220525,1.3348846570529656
-0.00041062002025533245,-0.04484304932735428,0.06882168925964538,0.000522521131669742,0.02285872112935765,0.7594436172602107,0.5551068442410401
4.970598551063161e-05,-0.05149934810951762,0.04647876849854993,0.0001820802622416131,0.013493711951928316,0.012346288959015224,2.3156115672414668
-2.9409172422372386e-05,-0.049544994944388354,0.04415584415584406,0.00016909803334076405,0.013003769966466034,0.18796344991406816,2.3922977228173767
0.0011778852150606406,-0.031026252983293534,0.06959706959706935,0.0003244938301646694,0.018013712281611177,1.1377169423924383,2.2216410256333496
-0.0009799573913847096,-0.02339642481598314,0.014992503748125996,4.340774559223843e-05,0.006588455478504687,-0.11073126971283555,1.2547356245708068
0.0006604958944581669,-0.04709141274238238,0.06878306878306883,0.0002695953129802693,0.01641935787356708,0.6431635112044489,2.2620994769352176
-0.0011466516984424617,-0.029126213592232997,0.040000000000000036,0.00015178632956602448,0.01232015947810841,0.4691459910220225,0.7143385718557704
-0.00014166913977792857,-0.041284403669724856,0.051572327044025146,0.00022533326273522266,0.015011104647400958,0.19218715208282885,0.44121141661726826
0.0020728341655288627,-0.040000000000000036,0.06666666666666665,0.00044581527246310363,0.021114338077787415,0.39393757657721606,0.6549186843142287
0.0009743152204671415,-0.034494773519163746,0.0683439729628239,0.0002416864907691154,0.015546269352134467,0.7174500871380679,2.190559383684917
0.0003609111677309176,-0.04315196998123827,0.06813627254509025,0.0002699845933729059,0.016431207909734024,0.4407253725462245,2.222022477343609
0.0002610175543816845,-0.03885480572597133,0.06841046277665996,0.00031294009918352613,0.017690113034786584,0.6282761413119307,1.4099120336603113
-4.8349353731307945e-05,-0.034904013961605584,0.0554592720970537,0.00022559608795133938,0.015019856455750148,0.4000511382154989,0.6163948103265331
0.00018341512547389612,-0.0429184549356223,0.06849315068493156,0.00029987421669035354,0.017316876643620048,0.8017292861939351,2.052154166724981
0.0007925409857199308,-0.046904315196998114,0.047258979206049156,0.00016897745021152342,0.01299913267151018,0.3201829520949914,2.0332545431556834
-0.000563077746864802,-0.04519774011299438,0.06983240223463683,0.00026824954425925076,0.016378325441242483,0.5063453875994645,2.2093998887409274
0.0001611685707699195,-0.02409638554216864,0.06779661016949134,0.00015741137833172737,0.01254636912942256,1.7458273716851704,7.3932756907381325
0.0004770128937920113,-0.06047516198704095,0.06989247311827951,0.0005161970322718461,0.02271996990032879,0.9574592765397679,1.9380619046079106
0.0011444082991038163,-0.05962521294718914,0.06851851851851865,0.0003557940749708432,0.018862504472387628,0.7366601194448273,2.7169944626341405
0.00041364452580482206,-0.025574499629355096,0.04800000000000004,0.00012934437569784074,0.01137296688194601,1.793618048796805,5.89256177131667
-0.0005722655177539115,-0.031062980906241155,0.0183486238532109,9.689939876384762e-05,0.009843749222925562,-0.39654941058153176,0.4168346789355155
-0.00035840564225163513,-0.04424778761061943,0.005333333333333412,3.181380942673897e-05,0.0056403731637843756,-5.436381264911276,37.271739327956745
0.0023823135846731793,-0.027200000000000002,0.06786083362039275,0.00020892433307347942,0.01445421506251652,1.6108321881896124,4.706300963056587
0.0012482226436212759,-0.021857923497267784,0.02941176470588247,0.00011863571938603195,0.010892002542509433,0.22543894156445116,-0.5605969052105126
