stock,Company Name,Company Profile,History Dev,Key Developments,Business Strategies,Website
AAA,Công ty Cổ phần Nhựa An Phát Xanh," Công ty Cổ phần Nhựa An Phát Xanh (AAA) có tiền thân là Công ty TNHH Anh Hai Duy được thành lập vào năm 2002. Công ty hoạt động chính trong lĩnh vực sản xuất các loại bao bì nhựa. Công ty là doanh nghiệp có quy mô lớn nhất trong ngành với 07 nhà máy sản xuất bao bì có tổng công suất 108.000 tấn/năm và 01 nhà máy sản xuất phụ gia CaCO3 An Phát - Yên Bái có công suất 222.000 tấn/năm. So với các doanh nghiệp cùng ngành trong nước khác như Công ty Cổ phần Nhựa Hưng Yên (công suất khoảng 1.000 tấn/tháng), Công ty Cổ phần Nhựa Tú Phương (công suất khoảng 800 tấn/tháng) và một số doanh nghiệp liên doanh khác ở Phía Nam (công suất dao động từ 500 – 700 tấn/tháng).  AAA được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối năm 2016.  ",  Tháng 09/2002: Tiền thân là Công ty TNHH Anh Hai Duy được thành lập với số vốn điều lệ là 500 triệu đồng; Tháng 03/2007: Công ty Cổ phần Nhựa và Bao bì An Phát được thành lập với vốn điều lệ ban đầu là 30 tỷ đồng trên cơ sở cổ phần hóa Công ty TNHH Anh Hai Duy; Tháng 12/2007: Tăng vốn điều lệ lên 66 tỷ đồng; Tháng 11/2009: Đổi tên thành Công ty Cổ phần Nhựa và Môi trường xanh An Phát; Tháng 06/2010: Trở thành công ty đại chúng theo văn bản số 1742/UBCK-QLPH của Ủy ban Chứng khoán Nhà nước (SSC); Tháng 07/2010: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Tháng 04/2012: Tăng vốn điều lệ lên 198 tỷ đồng; Ngày 06/10/2016: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 25/11/2016: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 23/12/2016: Tăng vốn điều lệ lên 569.649.880.000 đồng; Ngày 07/06/2017: Tăng vốn điều lệ lên 586.649.880.000 đồng; Ngày 21/06/2017: Tăng vốn điều lệ lên 592.499.880.000 đồng; Ngày 08/12/52017: Tăng vốn điều lệ lên 835.999.880.000 đồng; Ngày 21/05/2018: Tăng vốn điều lệ lên 1.671.999.760.000 đồng; Ngày 24/09/2018: Tăng vốn điều lệ lên 1.711.999.760.000 đồng; Ngày 19/04/2019: Đổi tên thành Công ty Cổ phần Nhựa An Phát Xanh; Ngày 27/07/2020: Tăng vốn điều lệ lên 2.111.999.760.000 đồng; Ngày 05/11/2020: Tăng vốn điều lệ lên 2.217.599.740.000 đồng. Ngày 26/05/2021: Tăng vốn điều lệ lên 2.967.599.740.000 đồng; Ngày 27/09/2021: Tăng vốn điều lệ lên 3.264.344.960.000 đồng; Ngày 20/07/2022: Tăng vốn điều lệ lên 3.822.744.960.000 đồng;   ,"  Mua bán máy móc, thiết bị vật tư, nguyên liệu cho sản xuất sản phẩm nhựa, bao bì các loại; Sản xuất sản phẩm nhựa (PP, PE); In và quảng cáo trên bao bì; Kinh doanh các mặt hàng khác theo giấy đăng ký kinh doanh;   ","  Giữ vững vị thế là nhà sản xuất bao bì nhựa lớn nhất Việt Nam; Trở thành doanh nghiệp sản xuất bao bì lớn nhất Đông Nam Á; Đẩy mạnh xuất khẩu với đích đến là các nước EU, Mỹ, Nhật Bản, Thái Lan và Singapore; Chú trọng nghiên cứu phát triển mặt hàng sản phẩm tự hủy, thân thiện môi trường;   ",https://anphatbioplastics.com
ACB,Ngân hàng Thương mại Cổ phần Á Châu," Ngân hàng Thương mại Cổ phần Á Châu (ACB) được thành lập năm 1993. Ngân hàng hoạt động trong lĩnh vực huy động, kinh doanh vốn và cung cấp các dịch vụ tài chính liên quan. Năm 2024, so với cùng kỳ, Biên lãi thuần (NIM) ở mức 3.6%, giảm 0.27%. Tỷ lệ nợ xấu ở mức 1.49%, tăng 0.28%. Tỷ lệ bao phủ nợ xấu ở mức 77.92%, giảm 13.25%. Lợi nhuận sau thuế công ty mẹ có giá trị bằng 16,8 nghìn tỷ đồng, tăng 4.64%. Tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) ở mức 21.75%, giảm 3.05%. Ngày 09/12/2020, ACB chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  ","  Ngày 24/04/1993: Ngân hàng Thương mại Cổ phần Á Châu (ACB) được thành lập với vốn điều lệ ban đầu là 20 tỷ đồng theo Giấy phép số 0032/NH-GP của Ngân hàng Nhà nước; Ngày 17/02/1996: Tăng vốn điều lệ lên 341 tỷ đồng; Năm 2005: Tăng vốn điều lệ lên 948,32 tỷ đồng; Ngày 14/02/2006: Tăng vốn điều lệ lên lên 1.100 tỷ đồng; Ngày 31/10/2006: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 21/11/2006: Giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 25/05/2007: Tăng vốn điều lệ lên 2.530 tỷ đồng; Năm 2007: Thành lập công ty cho thuê tài chính ACB; Năm 2011: Khai trương Trung tâm dữ dạng mô-dun theo tiêu chuẩn quốc tế đầu tiên tại Việt Nam; Năm 2014: Nâng cấp hệ nghiệp vụ ngân hàng lõi từ TCBS sang DNA; Ngày 09/01/2017: Tăng vốn điều lệ lên 10.273.238.960.000 đồng; Ngày 30/11/2018: Tăng vốn điều lệ lên 12.885.877.380.000 đồng; Ngày 15/11/2019: Tăng vốn điều lệ lên 16.627.372.770.000 đồng. Ngày 19/10/2020: Tăng vốn điều lệ lên 21.615.584.600.000 đồng. Ngày 20/11/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). Ngày 02/12/2020: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 09/12/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). Ngày 02/07/2021: Tăng vốn điều lệ lên 27.019.480.750.000 đồng; Ngày 28/06/2022: Tăng vốn điều lệ lên 33.774.350.940.000 đồng Ngày 26/06/2023: Tăng vốn điều lệ lên 38.840.503.580.000 đồng; Ngày 25/06/2024: Tăng vốn điều lệ lên 44.666.579.120.000 đồng;   ","  Huy động vốn (nhận tiền gửi của khách hàng) bằng đồng Việt Nam, ngoại tệ và vàng Sử dụng vốn (cung cấp tín dụng, đầu tư, hùn vốn liên doanh) bằng đồng Việt Nam, ngoại tệ và vàng Các dịch vụ trung gian (thực hiện thanh toán trong và ngoài nước, thực hiện dịch vụ ngân quỹ, chuyển tiền kiều hối và chuyển tiền nhanh, bảo hiểm nhân thọ qua ngân hàng. Kinh doanh ngoại tệ và vàng. Phát hành và thanh toán thẻ tín dụng, thẻ ghi nợ. Cung cấp các sản phẩm - dịch vụ hỗ trợ du học với uy tín và chất lượng dịch vụ cao.   ","  Áp dụng công nghệ tiên tiến hiện đại trong các dịch vụ ngân hàng, trung tâm dữ liệu và các dịch vụ tích hợp hệ thống để tiếp tục là ngân hàng dẫn dầu về công nghệ; Tiếp tục thiết lập mối quan hệ đối tác chiến lược với các đối tác khác là những tập đoàn lớn nhằm củng cố và mở rộng hệ sinh thái khách hàng; Tập trung khai thác hệ sinh thái khách hàng trong chuỗi giá trị và các khách hàng lớn hiện tại nhằm tăng hiệu quả hoạt động kinh doanh cũng như năng lực cạnh tranh so với các ngân hàng khác trong ngành; Xây dựng và phát triển các kênh phân phối mới, đặc biệt là ngân hàng điện tử (digital banking), tối ưu hóa mô hình bán hàng để nâng cao hiệu quả bán hàng cho khách hàng trong hệ sinh thái và tăng cường bán chéo, bán thêm cho khách hàng;   ",https://www.acb.com.vn
ANV,Công ty Cổ phần Nam Việt," Công ty Cổ phần Nam Việt (ANV) có tiền thân là Công ty TNHH Nam Việt được thành lập vào năm 1993. Công ty hoạt động trong lĩnh vực nuôi trồng, chế biến thủy sản, xuất khẩu thủy sản, sản xuất thức ăn thủy sản. ANV chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Sản phẩm của Công ty đã có mặt trên 100 quốc gia trên thế giới như Nga, EU, Trung quốc, Úc. ANV hiện đang sở hữu vận hành 04 nhà máy chế biến thủy sản với tổng công suất 1.050 tấn nguyên vật liệu/ngày. Công ty đã hoàn thành việc xây dựng chuỗi sản xuất khép kín từ con giống, thức ăn, nuôi trồng thủy sản tới chế biến với 08 dây chuyền sản xuất thức ăn chăn nuôi với tổng công suất lên đến 800 tấn/ngày và 250 ha vùng nuôi cá nguyên liệu. ANV chính thức niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007.  ","  1993: Tiền thân là Công ty TNHH Nam Việt được thành lập và hoạt động trong lĩnh vực xây dựng dân dụng và công nghiệp với vốn điều lệ là 27 tỷ đồng; 2000: Mở rộng phạm vi kinh doanh sang lĩnh vực chế biến thủy sản, khởi đầu là Xí nghiệp Thủy sản Mỹ Quý; Từ năm 2001 đến 2004: Nam Việt đầu tư thêm 2 nhà máy sản xuất thủy sản đông lạnh với tổng công suất chế biến trung bình là 500 tấn cá/ngày; Ngày 02/10/2006: Chính thức chuyển đổi thành Công ty Cổ phần Nam Việt với vốn điều lệ 660 tỷ đồng với lĩnh vực kinh doanh chính là chế biến cá tra, cá basa đông lạnh; Năm 2007: Niêm yết cổ phiếu tại HOSE và tăng vốn điều lệ lên 1.250.446.250.000 đồng; Năm 2012: Xây dựng và đưa Nhà máy chế biến thủy sản đi vào hoạt động với tổng công suất 200.000 tấn/năm; Năm 2014: Tăng công suất sản xuất lên 400,000 tấn/năm; Năm 2015: Hoàn thành việc xây dựng chuỗi sản xuất khép kín từ con giống, thức ăn, nuôi trồng thủy sản tới chế biến; Ngày 12/02/2019: Tăng vốn điều lệ lên 1.275.396.250.000 đồng; Ngày 03/04/2023: Tăng vốn điều lệ lên 1.335.396.250.000 đồng; Ngày 19/11/2024: Tăng vốn điều lệ lên 2.666.675.000.000 đồng;   ","  Nuôi trồng thủy sản; Sản xuất thức ăn thủy sản; Chế biến, bảo quản, xuất khẩu thủy sản; Sản xuất dầu, mỡ động thực vật, phụ phẩm thủy sản; Sản xuất và phân phối điện;   ","  Tiếp tục phát triển chuyên sâu, áp dụng công nghệ cao và hoàn thành chuỗi giá trị khép kín từ con giống, sản xuất thức ăn thủy sản, nuôi trồng thủy sản đến chế biến xuất khẩu. Đầu tư sản xuất các sản phẩn từ nguồn nguyên liệu thu được từ chuỗi sản xuất từ nuôi trồng đến chế biến xuất khẩu như: sản xuất sản phẩm Colagen, Gelatin, Surimi, ... Đa dạng hóa sản phẩm chế biến từ cá tra và quan tâm phát triển thị trường nội địa. Ứng dụng các thành tựu công nghệ, kỹ thuật vào sản xuất và quản lý để nâng cao năng suất và hiệu quả ở từng lĩnh vực, từng bộ phận phòng ban.   ",https://navicorp.com.vn
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital," Công ty Cổ phần Bamboo Capital (BCG) có tiền thân là Công ty Cổ phần Thủ Phủ Tre được thành lập vào năm 2011. Công ty hoạt động trong các lĩnh vực đầu tư tài chính, sản xuất - thương mại, xây dựng, kinh doanh bất động sản và năng lượng tái tạo. BCG phát triển mảng sản xuất và thương mại trên những dòng sản phẩm chủ lực từ hệ thống công ty thành viên và liên kết, bao gồm đồ gỗ, bột sắn, cà phê, vật liệu xây dựng. BCG tham gia đầu tư xây dựng công trình giao thông theo hình thức BOT, BT. Công ty còn liên kết với các đối tác có tiềm lực tài chính cùng đầu tư và phát triển các dự án bất động sản tại thành phố Hồ Chí Minh, Đà Nẵng, Quảng Nam và các vùng lân cận. Bên cạnh đó, Công ty còn tham gia đầu tư phát triển các dự án năng lượng tái tạo. Hoạt động kinh doanh của công ty chủ yếu diễn ra tại các tình miền Nam và Nam Trung Bộ. Ngày 16/07/2015, BCG chính thức được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  ",  Ngày 07/11/2011: Tiền thân là Công ty Cổ phần Thủ Phủ Tre được thành lập; Ngày 05/02/2015: Đổi tên thành Công ty Cổ phần Bamboo Capital với vốn điều lệ ban đầu là 43 tỷ đồng; Ngày 13/03/2015: Tăng vốn điều lệ lên 407 tỷ đồng; Ngày 27/04/2015: Trở thành công ty đại chúng theo công văn số 2038/UBCK-QLPH của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 08/07/2015: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 16/07/2015: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 26/12/2016: Tăng vốn điều lệ lên 1.080.057.600.000 đồng; Ngày 03/09/2020: Tăng vốn điều lệ lên 1.360.057.600.000 đồng; Ngày 05/04/2021: Tăng vốn điều lệ lên 2.034.681.400.000 đồng; Ngày 19/07/2021: Tăng vốn điều lệ lên 2.075.371.740.000 đồng; Ngày 24/08/2021: Tăng vốn điều lệ lên 2.975.371.740.000 đồng; Ngày 05/05/2022: Tăng vốn điều lệ lên 5.033.054.370.000 đồng; Ngày 05/09/2022: Đổi tên thành Công ty Cổ phần Tập đoàn Bamboo Capital; Ngày 07/10/2022: Tăng vốn điều lệ lên 5.334.676.220.000 đồng; Ngày 26/06/2024: Tăng vốn điều lệ lên 8.001.966.250.000 đồng; Ngày 22/08/2024: Tăng vốn điều lệ lên 8.802.106.440.000 đồng;   ,  Sản xuất - Thương mại; Xây dựng; Kinh doanh bất động sản; Năng lượng tái tạo;   ,"  Trở thành doanh nghiệp đa ngành tốt nhất Việt Nam. Xúc tiến các hoạt động xuất nhập khẩu và tìm kiếm cơ hội làm đại diện nhà phân phối tại Việt Nam các sản phẩm tiêu dùng thiết yếu như cà phê, sữa, chất hóa học. Hỗ trợ bán chéo các sản phẩm của những công ty con, công ty liên kết như sản phẩm gỗ, đá và nông sản. Tìm kiếm và tham gia đầu tư phát triển các dự án bất động sản và năng lượng tái tạo có tiềm năng;   ",https://www.bamboocap.com.vn
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,"Tổng Công ty Đầu tư và Phát triển Công nghiệp (BCM) có tiền thân là Công ty Thương Nghiệp Tổng Hợp Bến Cát (Becamex), được thành lập vào năm 1976. Tổng công ty hoạt động trong lĩnh vực đầu tư phát triển công nghiệp - đô thị, xây dựng dân dụng - công nghiệp - giao thông. Becamex IDC đang xây dựng và đưa vào sử dụng 40.000 căn hộ trong dự án tổng thể cung cấp 102.000 căn hộ cho 248.000 người ở Thuận An, Thủ Dầu Một, Bến Cát và Bàu Bàng. BCM được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối tháng 07/2020. ",  Năm 1976: Công ty Thương Nghiệp Tổng Hợp Bến Cát (Becamex) được thành lập; Năm 1992: Sáp nhập với các công ty cấp Tỉnh lấy tên chính thức là công ty Thương mại - XNK Tỉnh Sông Bé (Becamex); Năm 1999: Đổi tên thành Công ty Thương Mại - Đầu Tư và Phát Triển (tên giao dịch là BECAMEX Corp.); Ngày 28/04/2006: Công ty Đầu Tư và Phát Triển Công Nghiệp (Becamex IDC Corp.) được thành lập trên cơ sở sắp xếp và tổ chức lại hoạt động của Công ty Thương mại Đầu tư và Phát triển (Becamex) theo Quyết định số 106/2006/QĐ-UBND của UBND tỉnh Bình Dương; Ngày 19/01/2010: Chuyển thành Tổng Công ty Đầu tư và Phát triển Công nghiệp hoạt động theo hình thức công ty mẹ- công ty con; Ngày 21/02/2018: Giao dịch trên thị trường UPCOM; Ngày 27/09/2018: Chuyển đổi thành Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP với vốn điều lệ 10.125.811.000.000 đồng theo Giấy chứng nhận đăng ký doanh nghiệp sô 3700145020 cấp thay đổi lần thứ 5 bởi Sở Kế hoạch và Đầu tư Tỉnh Bình Dương; Tháng 7/2019: Tăng vốn điều lệ lên 10.350.000 đồng; Ngày 31/07/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 31/08/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);   ,  Phát triển và kinh doanh các khu công nghiệp và đô thị; Phát triển cơ sở hạ tầng giao thông; Phát triển đô thị và dịch vụ; Phát triển nhà ở xã hội; Đầu tư phát triển giáo dục - y tế; Phát triển thành phố thông minh (Smart city);   ,"  Tiếp tục có những giải pháp mới trong việc kiến tạo hạ tầng kinh tế - xã hội, tập trung xây dựng thành phố thông minh, hướng đến xây dựng Bình Dương trở thành một đầu tàu kinh tế của khu vực trọng điểm phía Nam; Tiếp tục tạo ra các sản phẩm có chất lượng cao nhằm tối đa hóa lợi ích cho doanh nghiệp và khách hàng; Nâng cao hiệu quả quản trị và chất lượng quản lý để giúp doanh nghiệp gia tăng được giá trị thương hiệu và phát triển bền vững; Thiết lập và tăng cường mối liên kết và chặt chẽ và hỗ trợ lẫn nhau giữa các công ty thành viên trong tổ hợp công ty mẹ - công ty con.   ",https://becamex.com.vn
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (BIDV), có tiền thân là Ngân hàng Kiến thiết Việt Nam trực thuộc Bộ Tài chính được thành lập vào năm 1957. Ngân hàng hoạt động trong lĩnh vực huy động và kinh doanh vốn, và cung cấp các dịch vụ tài chính liên quan. BIDV chính thức hoạt động theo hình thức ngân hàng thương mại cổ phần từ năm 2012. BIDV được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2014. Kết thúc năm 2023, BIDV tiếp tục giữ vững vị thế là ngân hàng thương mại cổ phần có quy mô lớn nhất Việt Nam với tổng tài sản riêng khối ngân hàng thương mại đạt 2,3 triệu tỷ đồng. So với cùng kỳ, năm 2023 Biên lãi thuần (NIM) ở mức 2.57%. Tỷ lệ nợ xấu ở mức 1.26%. Tỷ lệ bao phủ nợ xấu ở mức 180.92 %. Lợi nhuận sau thuế công ty mẹ có giá trị bằng 21.504,92 tỷ đồng, tăng 18.9%. Tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) ở mức 19.79%. ","  Ngày 26/04/1957: Tiền thân là Ngân hàng Kiến thiết Việt Nam trực thuộc Bộ Tài chính được thành lập theo Quyết định 177/TTg của Thủ tướng Chính phủ; Ngày 24/06/1981: Đổi tên thành Ngân hàng Đầu tư và Xây dựng Việt Nam trực thuộc Ngân hàng Nhà nước Việt Nam; Ngày 14/11/1990: Đổi tên thành Ngân hàng Đầu tư và Phát triển Việt Nam; Năm 1995: Chuyển sang hoạt động như một Ngân hàng thương mại với vốn điều lệ 1.100 tỷ đồng; Năm 2001: Ngân hàng thương mại đầu tiên đạt chứng chỉ ISO 9001:2000; Năm 2008: Tăng vốn điều lệ lên 8.756 tỷ đồng; Năm 2009: Tăng vốn điều lệ lên 10.498 tỷ đồng; Năm 2010: Tăng vốn điều lệ lên 14.600 tỷ đồng; Năm 2011: Giảm vốn điều lệ xuống 12.974 tỷ đồng; Ngày 28/12/2011: Bán cổ phần lần đầu ra công chúng (IPO) với mức giá đấu thành công bình quân là 18.583 đồng/cổ phần; Ngày 27/04/2012: Chính thức chuyển đổi Ngân hàng TMCP Đầu tư và Phát triển Việt Nam với vốn điều lệ 23.012 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 0100150619 cấp đổi lần thứ 13 bởi Sở Kế hoạch và Đầu tư Thành phố Hà Nội; Ngày 06/08/2013: Tăng vốn điều lệ lên 28.112 tỷ đồng; Năm 2014: Niêm yết Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2015: Tăng vốn điều lệ lên 34.187 tỷ đồng; Ngày 20/02/2020: Tăng vốn điều lệ lên 40.220 tỷ đồng; Ngày 01/03/2022: Tăng vốn điều lệ lên 50.585 tỷ đồng; Ngày 03/01/2024: Tăng vốn điều lệ lên 57.004,36 tỷ đồng;   ","  Dịch vụ tài khoản Dịch vụ huy động vốn (tiền gửi tiết kiệm, trái phiếu, kỳ phiếu) Dịch vụ cho vay (ngắn, trung, dài hạn) Dịch vụ bảo lãnh Dịch vụ chiết khấu chứng từ Dịch vụ thanh toán quốc tế Dịch vụ chuyển tiền Dịch vụ thẻ Dịch vụ nhờ thu Dịch vụ mua bán ngoại tệ Dịch vụ ngân hàng đại lý Dịch vụ bao thanh toán;   ","  Tích cực tái cấu trúc nguồn vốn theo hướng gia tăng các nguồn vốn dài hạn, vốn huy động từ khách hàng cá nhân có tính ổn định cao; tích cực huy động vốn từ nguồn vốn nước ngoài.  Chuyển dịch cơ cấu hướng tới thị trường bán lẻ. Xây dựng nền khách hàng vững chắc, ưu tiên hướng vào thị trường mới là khối khách hàng cá nhân, Doanh nghiệp vừa và nhỏ; thực hiện đa dạng hóa hơn nữa danh mục tín dụng theo ngành nghề, chú trọng vào các ngành có tiềm năng phát triển dài hạn, hạn chế cho vay các ngành có rủi ro cao, đồng thời tăng cường cho vay đối với các doạnh nghiệp ngoài nhà nước. Chủ động đẩy mạnh việc cung cấp dịch vụ tại các thị trường nhiều tiềm năng như Nga, Đông Âu, Trung Quốc, Hồng Kông, Nhật Bản, Đài Loan, Hàn Quốc và tìm kiếm cơ hội đầu tư cũng như tìm kiếm đối tác tham gia vào các dự án lớn tại Việt Nam. Hợp tác với các định chế tài chính lớn như Ngân hàng Thế giới, Ngân hàng phát triển Châu Á…góp phần khai thác nguồn vốn, nguồn lực quốc cho nhiều dự án trọng điểm trong lĩnh vực năng lượng, công nghệ, hạ tầng, giao thông, viễn thông, giáo dục.   ",https://www.bidv.com.vn
BMP,Công ty Cổ phần Nhựa Bình Minh,"Công ty Cổ phần Nhựa Bình Minh (BMP) có tiền thân là Nhà máy Công tư Hợp doanh Nhựa Bình Minh thành lập năm 1977. Công ty chuyên sản xuất các sản phẩm ống PVC cứng, PEHD (ống gân và ống trơn), phụ tùng ống, bình phun thuốc trừ sâu, nón bảo hộ lao động và các sản phẩm nhựa kỹ thuật khác. BMP chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. Công ty hiện sở hữu và vận hành 04 nhà máy sản xuất tại thành phố Hồ Chí Minh, Bình Dương, Long An và Hưng Yên với tổng công suất 150.000 tấn sản phẩm/năm. Công ty chiếm lĩnh khoảng 28% thị trường ống nhựa trong cả nước. BMP chính thức được niêm yết và giao dịch trên Sở Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2006. ","  Ngày 16/11/1977: Nhà máy Công tư Hợp doanh Nhựa Bình Minh được thành lập theo Quyết định số 1488/QĐ-UB của UBND Thành phố Hồ Chí Minh; Ngày 08/02/1990: Xí nghiệp Khoa học Sản xuất Nhựa Bình Minh được thành lập trên cơ sở thành lập lại Nhà máy Công tư Hợp doanh Nhựa Bình Minh theo Quyết định số 86/CNn-TCLĐ của Bộ Công nghiệp nhẹ; Ngày 24/03/1994: UBND Thành phố Hồ Chí Minh ban hành Quyết định số 842/QĐ-UB-CN về việc quốc hữu hóa Xí nghiệp Khoa học Sản xuất Nhựa Bình Minh và chuyển đổi thành Doanh nghiệp Nhà nước; Ngày 03/11/1994: Bộ Công nghiệp nhẹ ban hành Quyết định số 1434/CNn-TCLĐ về việc thành lập Doanh nghiệp Nhà nước Công ty Nhựa Bình Minh; Ngày 04/12/2003: Bộ Công nghiệp ban hành Quyết định số 209/2003/QĐ-BCN về việc chuyển Công ty Nhựa Bình Minh thành Công ty Cổ phần Nhựa Bình Minh; Ngày 02/01/2004: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ 107,18 tỷ đồng; Ngày 11/07/2006: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2008: Tăng vốn điều lệ lên 175,99 tỷ đồng; Năm 2010: Tăng vốn điều lệ lên 349,84 tỷ đồng; Năm 2013: Tăng vốn điều lệ lên 454,78 tỷ đồng; Năm 2017: Tăng vốn điều lệ lên 818,60 tỷ đồng;     ","  Sản xuất kinh doanh các sản phẩm dân dụng và công nghiệp từ chất dẻo và cao su. Sản phẩm chính: Nhóm sản phẩm ống nhựa, phụ tùng ống nhựa các loại và keo dán ống, bình phun thuốc trừ sâu và mũ bảo hộ lao động. Thiết kế, chế tạo, kinh doanh khuôn mẫu ngành nhựa, ngành đúc. Sản xuất, kinh doanh máy móc thiết bị, vật tư, thiết bị vệ sinh cho ngành xây dựng, trang trí nội thất.   ","  Đầu tư bổ sung máy móc thiết bị kịp thời để tăng cường năng lực sản xuất và đưa ra thị trường sản phẩm mới phù hợp với nhu cầu thị trường và khách hàng; Đa dạng hóa sản phẩm, nghiên cứu phát triển các sản phẩm nhựa phục vụ công nghệ cao; Duy trì và phát huy việc đảm bảo nghiêm ngặt các tiêu chuẩn về chất lượng trong quy trình sản xuất; Phát triển mở rộng hệ thống phân phối và đặc biệt thực thi linh hoạt chính sách kinh doanh để duy trì sự ổn định của hệ thống phân phối hiện có; Đẩy mạnh hoạt động đấu thầu các công trình nhằm tăng sản lượng tiêu thụ thông qua kênh này;   ",http://www.binhminhplastic.com
